text,label
"Well, there was gasoline.",1
Do not order from LEROY MERLIN internet!!! - Julien for the tiles,0
"On September 25, 2021, I dropped off my electric scooter at the Auchan Plaisir after-sales service center. I was told that the battery was defective, but no information on the future online after-sales service platform.",0
"""Very pleasant store, dynamic and benevolent advisor. Romain began by explaining to us what the numbers on the prescription meant. He knew how to best advise my son for his first glasses I recommend!""",2
strategy to rip off the customer - a disappointed customer,0
"very delayed delivery (+3 weeks) of a product ordered on the leroy merlin site, and especially arrived broken...",0
Nickel,1
Order received only 14 days after date... - Good address Leroy Merlin valence,2
Car brought to norauto garage Saint... - We can only post positive reviews,2
In-store delivery has been free for some time now (and you choose which store to have it delivered to).,1
"Hello, always surprises at Norauto Wittenheim - I left without getting my information.",2
Nice shopping,2
I'm extremely disappointed. I'm taking an appointment with Melanie Brenner today to start some work on my apartment.,0
"""TO AVOID - In fact, smoke and mirrors to try to look good on the site, like ""we'll take care of you"".""",0
Hello I asked for a quote two ... - CUSTOMER SERVICE IS NULLISSIVE. THEY DON'T EVEN CALL YOU BACK,0
"Compré un lavabo con armario y me sirvieron otro. Llamé a la tienda de Vinaroz y para nada estuvieron a la altura, no volveré a comprar nada allí, no lo recomiendo.",0
We can find all tools for construction purpose. It's big & well maintained... All quality products,2
"Execrable welcome, the seller allowed himself to chat with his colleague while we were waiting for information and this same seller allowed himself to leave his cash register even before the end of the transaction. What a pity that he tarnishes the image of this beautiful brand so much, especially since he is neither the only employee nor the first time that this has happened. Avoid if you expect quality service and respect! 👎",0
Return policy? - AUCHAN MUST DEFINE THEIR SPECIFIC ROLES: Avoiding theft or guaranteeing passage to the self-checkout counters?,1
"None of the boards were properly packaged, plaster, white marks, large black lines, damp or even moldy parts, split boards ... you name it!",0
Auchan customer service deplorable - A FUIRRRRRRE!,0
Tre anni fa ho acquistato 3 tavoli da... - MAGASIN LEROY MERLIN DE MASSY (91,1
"Esta reseña es para felicitar a Elena, la chica que está en carpa en la tienda de Aranjuez. Es una excelente profesional. Nos atendió mejor que bien! Y nos solucionó un problema que provocaron los de venta telefónica.",2
"The delivery of Auchan orders is... - Delivery in the Viry-Noureuil store, simple and pleasant staff.",2
future LM customer! - No perdais el tiempo en comprar en esta tienda.,1
Can do much better if? - Appointment today at 9am for winter/summer wheel swap.,1
"incredible amazing,I like sports",2
"Commadez chambre deux bebe recu 2 mois apres avec un colis manquant , dans les colis recu les 2 parois de l'armoire sont casssez 1 mois et demi pour recevoir les otres puis quand on mannonce que le colis manquant du début et arriver en magasin et que je me languis de emballer qui est casssez aussi enfin plus jamais auchan.fr",0
Payment impossible via the site for... - Payment impossible via the site for gift card purchase,0
Kitchen - Leroy Merlin Longueau - March 2019: Amiens Longueau store. Kitchen department.,1
Impossible to reach Norauto by phone - Very bad experience with this site!,0
"En fin, aunque ya lo he comunicado todas las veces que he hablado con algún agente, quería dejar constancia por escrito la falta de profesionalidad y de compromiso que tiene Leroy son sus clientes. Triste cuanto menos.",0
Product ordered on April 25 and was supposed to leave on May 04 as indicated on my customer area. But still not delivered.,0
PITIFUL DEPLORABLE!!! - SCANDALOUS! From now on I'm avoiding Auchan and I invite everyone to do the same.,0
A top sales consultant - Tent interior filled with gravel and plant debris.,1
"Pedí hace casi un mes un par de artículos que están disponibles en tienda, pero que por su tamaño no puedo transportar en mi coche particular.",0
I can find almost every brand I use.,1
Cool,2
"Today half the order was missing, for almost 50 euros, delivered 3 hours late. The commercial gesture offered is 2 euros, less than the 5 euros delivery charge, an insult to loyal customers!",0
"Excellent store in Marseille La Valentine - First and last order with this merchant, absolutely not satisfied.",0
"Money first, health and safety later. - defraudado total,",1
Paying for work that isn't... - Paying for work that isn't done ....ESCRAUTO!,0
Malisima - At Leroy Merlin quite satisfied with my purchase.,2
"Customer service is always top notch. - After 2 years, the eyelets were grabbing the lace of the other shoe and making me fall!",2
El 12 de diciembre Compre unas luces ... - This is really unprofessional.,0
vuelvo a comprar en el leroy y lo aconsejo - SERVICE POSE LEROY MERLIN:,1
Last Wednesday I went to... - Payment received on 03-08-2020.,1
"order no. 913473 made on... - - June 30 - reply from Leroy Merlin: sorry, please wait",1
"Worst click and collect, each time a problem either with delivery or spilled and therefore inedible products and an extremely unpleasant saleswoman. Each time forced to wait at least 20 minutes to pick up her shopping when the announced time is absolutely not respected. And no commercial gesture towards all these problems, a shame...",0
"and to have one more salesperson when there are 4 people waiting. So from now on I, who am a good customer, will go to another store.",2
"Customer for 20 years, following your decisions concerning the conflict in Ukraine, I pledge to boycott you for life.",0
Nothing at all at norauto mérignac - Appointment made for the afternoon,1
reimbursement dragging on!!! - JAMÁS JAMÁS JAMÁS CONTRATÉIS UN SERVICIO DE INSTALACIONES DEL Leroy Merlín .... 🤮,1
I placed an order on the internet for 1700€ with delivery in 48h and 10% discount thanks to the loyalty card.,2
"Friendly staff, good advice. Reasonable value for money.",2
"for the moment, I have paid for the tools I need and I can't do anything, the store can't do anything for internet orders (even if the product is in stock in the store), and the internet customer service listens to you and understands the problem, but can't do anything!",0
I asked Norauto Englos to replace my 4 308 tires. I had to come back the next day because the steering wheel and seat were shaking. The balancing had not been done... I have to postpone it a second time because now the steering wheel pulls to the left (parallelism invoiced but apparently badly done...). The icing on the cake: my 4 17-inch aluminum rims are all scratched. I'm frankly disgusted. But why did I ever trust them?,0
"Very satisfied with the service noroto les Bozé 53000 Laval bearing problem on rear wheel of an electric mountain bike, problem solved and bike returned in less than 15 days, thank you to all the team NOROTO les Bozé.",2
"The joke's on you! - Can the customer pay for his order 10 days later, no .",0
"Chips of the points of discoloration of the cracks, after only 4 months of precautionary use and we are only two at home to use it then I dare not imagine if family of 4/5 people!",0
"There is extensive variety for all the products but at the same time, it is slightly higher priced compared to Lidl or Carrefour market. However, the billing experience is better than Lidl for sure.",1
"Today, February 26, I finally get someone on the phone who tells me that the order was re-prepared at the warehouse on February 17 and that I'll receive it within 3 days, i.e. on the 20th. When the guy on the phone realizes that it's already February 26, he tells me that I'll soon receive a message from the carrier!",0
Decathlon customer service? - I've heard that this brand is the favorite of the French??? Hum hum,1
"But what is deplorable is that there is NO follow-up. When you call customer service (which I harass every day), always the same answer, they call you back...Yes, but when?",0
"Don't like it. I think items are more expensive than other Auchan that I buy from, don't know why 🤔🤷",0
Request for registration - I'm not going anymore!,0
"With such high delivery charges and a commitment from such a large company, we expected a minimum of seriousness, but not even that. The incompetent advisor refused to pass on the call to one of her superiors who could have seen the problem from another angle.",0
"Non andate oltre il semplice acquisto di merce, i loro servizi di posa in opera sono pessimi e le ditte che lavorano con leroy merlin sono complici di tutto questo.",0
"At NORAUTO in ROTS, I wanted to buy a rear trunk (which fits on the towing hook), the model on display was high up, so it was impossible to check the product. I asked the sales assistant (who also seemed to be the person in charge) if he could show me the product: either by lowering it from the display, or by providing me with a stepladder.",0
We can't do better. It's super big and there's something for everyone.,2
Don't trust customer reviews - Roland Praud,0
I was blown away by the generosity and expertise of the crew members. Very rare to find Such employees! Bravo and Thank you !,2
"After making a complaint to Norauto customer service and not getting any feedback, I contacted the store again. At first sight, the store manager considered that there was no fault on the part of the store. The sales assistant had indicated that the bikes were 20 Kgs (and no more) and that the bike carrier chosen was 17.9 Kgs, so the towball had to be adapted to the weight of the set (57.9 Kgs).",2
"Following installation of the shower by a craftsman sent by Leroy Merlin, the door would not open on the faucet side. After 6 months and several registered letters and calls .... Leroy merlin is leaving me to deal with the builder who wants to do """"DIY"""" even though the shower is brand new!!""""",0
"en Colmenar Viejo cambiaron el AKI por LEROY MERLIN el 1 de Mayo y nos dijeron que este se haria cargo de todas las reclamaciones al AKI, pues bien hoy (28/06/2018) he ido a devolver un producto defectuoso y no se han hecho cargo, me han remitido al centro de Alcobendas , a 25 kmtrs. Es esto serio cuando son la misma empresa?",0
Senseo purchase with ODR? - Until today: nothing.,1
put back in a cart without any help knowing that the products were heavy. fortunately some customers who were waiting for their products came to help me ;otherwise impossible to load them in the car,0
Pongo una estrella por que no se puede... - Pongo una estrella por que no se puede poner menos.,1
"dommage pour le prix 26,36 euros la boîte - Leroy Merlin devrait être plus attentif à sa clientèle",1
"Unacceptable to pay so much to have endless queues arriving at the shelves and suffer the incivilities of """" customers """" who jostle you to walk between the queues.""",0
Enseigne qui spécule j'ai constaté une augmentation de plus de 50% sur un produit pneu vélo et en justification la pénurie......hum pénurie double de spéculation,0
"""I arrived at 07:00 to pick up Sauter connected heaters. Obligatory passage by the reception with the order number to start the process of withdrawal. 10 minute wait. Help from the logistician to load the heaters. Heartwarming welcome.""",0
Unbelievable but true - Samuel,2
"Messages envoyés sur état d'avancement de la commande les 16 mai, puis 22 mai et 25 mai; jamais reçu une seule réponse, je n'ai jamais vu ça et mon métier fait que je travaille avec beaucoup de service clientèle.",0
"TOTAL DESATENCIÓN AL CLIENTE!!!! Paga por adelantado y luego ya veremos que pasa contigo, si nos da la gana: filosofía Leroy",1
"obnoxious, shameful, unprofessional! I advise against auchan, never again!",0
"Sólo sirven para lo que sirven...es decir para comprar cuatro mierdas. Porque como les compres algo más el problema está asegurado. Se equivocaron con puerta, la puerta en un color y la moldura en otro, pasaron totalmente de mi y jamás me cambiaron la moldura que tuve que buscar por otro lado tras mes y medio reclamandola.",0
Loyalty card terms not honored - They don't honor their own loyalty card terms!,0
Ho ricevuto danni dagli installatori e risposte evasive e superficiali da commessi che si arrogano il potere di negarti un diritto sulla base di nulla .Una vergogna!,0
"Not only was he very welcoming and warm from the moment I arrived, but he was also extremely helpful in answering all my questions attentively and guiding me through my purchases",2
"Ismael de Ferretería y David del Leroy de Dos Hermanas, son mis favoritos, ¡repito siempre y recomiendo 100%! GRAAACIAS!",2
How to get ripped off! Chez Leroy Merlin - And no more news of any compensation...,0
"Auchan sells products that it does not have and collects payment, which represents colossal sums without ever delivering the products.",0
Croce e delizia dei miei piccoli lavori - Be patient with this sign.,1
Certainly during covid 19 the port... - You shouldn't sell online if you can't deliver.,1
"thank you Leroy, this may be my last order, drive and store, long live brico dépôt at least they are professional",2
"The sales-conscious retailer shames .....while small traders scrupulously respect the rules by letting in a limited number of customers, while restaurateurs will probably have a lot to do.....",0
"Hice una compra on line y tras 23 dia de espera, cuando la entrega debia ser para 3 dias después aún no tengo noticias tras haber reclamado en diversas ocasiones.",0
Mientras esperaba mi turno pude observar el asesoramiento que dio a otros clientes en temas de riego y simplemente increíble.,1
"Fast loading, friendly staff. Nothing more to say !",2
"Everything needs to be reviewed in terms of support, follow-up and customer satisfaction, not to mention the telephone customer service, whose only response to any question is to offer a refund instead of finding a suitable answer (at least for the Valence store).",2
"Con fecha 27 de Abril hice un pedido... - Very easy to buy, but the follow-up and refunds are unacceptable for such a company.",0
SUPER SAV reactif et pro -,1
"""What can I say except that Decathlon employees are at their best to serve you and make your sporting experience a success. Thank you to them and their valuable advice that always makes the difference. We feel a bit like home thanks to you. Quechua in my veins.""",2
"Ho inviato una mail con una risposta scontatissima dopo che avevo scritto che il prodotto l'ho montato comunque ma il prezzo è differente.Sulla differenza di prezzo, nemmeno un accenno, solo che non potevo più sostituirlo perché già montato🤔 ma forse non avevo chiesto sostituzione? Oppure il mio italiano è poco comprensibile.",0
NULL INCOMPETENCE MEPRIS - be refunded. 230€ anyway ....,0
"All purchases are covered by a 2-year latent defect guarantee, so if you don't want your item within 365 days, Decathlon is obliged to take it back.",0
Pido la cocina hace mas de mes y medio... - INCOMPETENTES NO... LO SIGUIENTE!!!!,0
"Leroy Merlin no cumple la Ley 7/1996 - Me han hecho perder dos meses de mi tiempo y dinero, porque ahora he de pagar un crédito",1
Vigil perverse - FUYEZ if you must make a purchase...,1
"They are using COVID19 as an excuse for even POORER service. Called all their many 'contact numbers', no answer they are no longer answering their phones.  They have their money, but they don't care about delivery or customer service. They are a multi-billion dollar company and like all major companies",0
But with all respect had similar issues with this branch last year I would advise not to go to this,0
"Ordine fatto online il 5dicembre, pagato in anticipo, io di Messina e i prodotti arrivano dal negozio di Palermo, e ancora nulla, scandalosi, chiamo e non mi sanno dire neanche il nome del corriere, un mese x arrivare da Palermo, non acquisterò mai più mai più da loro 20000 volte migliore è il bricomann",0
More incompetent there is not - Asking advice for roof bar adapter.,0
"to be avoided as much as possible - On the 7th use, we realized that the inner fabric was totally shredded!",0
The Top. - A former good customer,2
"It's all down to bad luck, so we're trying to find another tile that looks like the first one, but we haven't fallen in love with it.""",1
"I had to change my front tires in a hurry. So I went to the Norauto in Evreux for the first time, to try out their services. The person I saw told me that they didn't have any tires for less than 200€, intervention included.",1
son unos incompetentes - We sent a letter to the manager more than three weeks ago which has gone unanswered.,0
"Hello, I ordered a water collector from Leroy Merlin. Although I was invoiced at the correct address, I received an e-mail saying that my product would be delivered to my old address. After 10 phone calls and 4 emails (all of which went unanswered), they mistakenly invented an address between the new one and the old one, creating a delivery address that doesn't exist in France. So NO attention for the customer after the purchase.",0
so I went to the reception to ask for a manager and there a young girl as impertinent asked me why it was I did not tell her and called me another guy in charge of security(hi hi hi )in this store in Montauban it's really foutage de .... they take customers for really big c...,0
"Ho ordinato un gazzebo il 25 aprile costo 1999 euro, doveva arrivare il 18 maggio, il 17 maggio è arrivata una mail che la consegna era posticipata al 21 maggio, oggi è il 26 maggio del gazzebo non si sa nulla.. l'azienda da colpa al corriere, abbiamo contattato direttamente il corriere ma lui il nostro gazzebo non lo ha mai ricevuto, ricontattata leroy merlin per la quarta volta, ha detto che segnalava di nuovo l'urgenza.. uno schifo.. mai più",0
Attilio is very professional! Attilio was so very helpful and kind! Attilio answered all my questions and he advised me a lot. Attilio was so very nice to be very nice and represent the store brand and try his best overall. I had a very good and great experience!,2
"I gave him 24 hours to check with his managers and resolve the matter before I reacted publicly. But as in the beginning, I never received an apology or a solution.",0
"Ice kit bought today to replace rearview mirror...distorted visibility...norauto phone reply: it's normal, it's only temporary!!!! lost 12 euros",0
TERRIBLE,0
"Encargamos unos azulejos a juego con el suelo. Los azulejos vienen rotos (10 días) vuelven a pedir otra caja (10 días), vuelven a venir rotos, nos vuelven a pedir otra (10 días)......de verguenza.",0
"Whether the employee is unpleasant, we'll pass, but ignorant of customs to the point of wasting the customer's time, that's unacceptable.",0
"Very incompetent telephone service - Hello,",0
Why is there no statement of... - Impossible to reach by phone. Even on the pay line...,0
It makes you wonder if Auchan's after-sales service isn't doing everything they can to get us to give up.,0
Una autentica vergüenza - 38320 Eybens,1
Flee!!! - Orders paid on October 28 and today December 15 auchan.fr is canceling the order.,0
"SAV deplorable - They offer me another order, but it's much more expensive this time!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!",0
no means implemented by the hierarchy to generate more profit result of unsatisfied customers who will not return,0
I tried in vain to contact decathlon claira from 16h55 until 17h10 nobody answered me. I find this deplorable and unprofessional.,0
don't trust them!!!,0
"I complained in a comment on the store's Facebook, the same day, so May 19, 2020, I received a message indicating the refund of my item in 2 days...",0
"The limits of the web, proof by example, flee!!!!! - So, let's go to Leclerc",1
A Garofalo garden shed installed by a Leroy Merlin craftsman collapsed after a snowfall in Haute Savoie. Leroy Merlin refuses to repair it.,0
Nickel,1
excessive waiting at reception when... - The service is demanding but attentive and available.,1
No pongais fotovoltaicas en leroy merlin - They take you for a ride every day. Unacceptable!,0
Worst experience Annemasse - I will no longer order from Leroymerlin.fr,0
A fuir -- Cancellation of order without refund - Impression of hostage taking,0
because I came to your store at DECATHLON.ARRAS.62 to buy 4 Bikes TOUT CHEMIN ELECTRIQUE RIVERSIDE 500 E GRIS ROUGE,1
Short dates - Missing products in my delivery disappointed products to consume immediately because short dates 😡😡,0
Very bad - In December my daughter bought a refurbished Iphone 5S from Auchan.fr.,0
Avoid - 20 min on the phone each time to send 1 simple email...,0
"asking me to be patient with each call. Result on December 9th without any explanation my order was cancelled.  I received an email indicating that my order would be reimbursed within 48 hours. As of today, I still haven't received any reimbursement...",0
purchase materials - Leroy Merlin utile VIP by JP based in Corbas,1
"Compre el dia 3 de abril un medidor laser, el 16 de abril cancelle el pedido después de 13 dias dándome largas, bueno pues desde el 16 estoy esperando mis 150 € dicen que tienen 14 dias laborales para devolver el dinero, de verdad hay que llegar a eso, ustedes mismos se echais la porqueria encima, aprender de Amazon, por algo el dueño es el mas rico del mundo.",0
"I received, I received a phone call confirming that the lot is consumable. I asked to confirm by email. No problem, it will be done.",2
"Second complaint still no returns procedure in my customer area nor refund. In short, I will no longer use this site, an instructive setback that only cost me €10, it could have been worse.",0
Ok,1
what you sell is what you are - Bad will clearly displayed.,0
I still insist to have a collaborator to confirm me if yes or not before the end of the summer I will have my barbecue as nobody could answer me I had to ask to the hostess the cancellation this day.,0
"Terrible service, slow and rude.",0
A catastrophe no one is capable of... - Thank you Auchan.,0
"You should never order from them... - Nice guys, very efficient, human, fast, listening, in short I recommend this center!!!",2
"4 RDV cancelled at the last minute by the installer, no follow-up on the installation once paid, distressingly long waiting time to get someone on the phone.",0
SAV to review - Thursday 16/12/21: I buy a dryer brand VALBERG DC 8 B W566C (electro dépôt = SAV auchan),1
"I bought a compression cooler for 249 € and 10 days later I see it for 199 €, I'm obviously disappointed, even before doing anything I received a voucher from them for 50 €, I find that very professional and it allowed me to buy other things I needed.",0
Auchan Meru - We encourage you to rewrite your opinion about Salon de jardin encastrable 8 personnes gris GARDEN.,1
I bought a garden table In... - For one of the 2 orders I was asked to contact the delivery man directly?!!! no more success!,0
Order 681862268 - Christophe,1
"I explain my case to the customer service by message, I am told that they will not lengthen by drying, and especially happy new year!",2
"Don't buy from Auchan.fr - You also have to buy a tap machine, and the keg is returnable.",0
Lo peor leroy merlin arriba bricodepot - (Leroy Merlin Cesson),1
Service nickel,1
Very good welcome to Norauto Périgueux - 2nd question: Do you offer a discount for D...... employees?,2
"After 4 calls from me in the last 1 month, the after-sales service can't find a solution for me....",0
Estoy muy disgustada y desilusionada y si alguién quiere hacer algo con esta empresa que sobre todo vaya con cuidado y que no le dejen de lado como han hecho conmigo,0
Hello - No answer and no refund.,0
This shop is less expensive than those in the gallery.,1
"I will NEVER buy anything from this company again! 2 years ago I bought a wood stove on their website. I've already had quite a few problems because the delivery has been delayed more than once and when you call the store and say that it's an internet order, they clearly give you the runaround!",0
"1 month later, still no news. I call back: the product is no longer available. He offers me a refund. I accept out of spite. The refund will be effective in 48 hours.""",0
"order placed on 24/11 delivery... - obviously not of interest to Leroy Merlin, who nevertheless chose the service provider",0
"The engineers after nearly a month did contact me for an appointment, however as I had covid I had to rearrange.  Big mistake",0
Since they eliminated the checkout... - So I have a customer code 8371694.,1
"Compre una cocina en Febrero - Fixings too fragile, I advise you not to overtighten the screws and not to overload the shelves.",1
Order never received. (Or even shipped) - So would I have more news if I came to see you directly here :),0
J'ai fait redaire une salle de bain par leurs artisans ( leroy merlin Angouleme ).,1
HONEST Severin kettle - negligence/non-compliance with procedures?,0
thank you Auchan.fr for the great deals and very fast delivery never had any problems with the packages,2
"A team of incompetents! - The salesman didn't know where to put himself, it's really annoying for them too.",0
Don't do the free delivery (on £30... - Don't do the free delivery (on £30 spend) to Northern Ireland!,0
Even one star is too much for... - I asked to be reached by e-mail;,1
Ordered exercise bike - I wrote to the head office and they didn't even reply.,0
I was able to return my equipment and they changed the essentials. Good organization and salespeople who know their stuff. I'm delighted with their service.,2
Violeta decoración. - Really run away,0
Sur un velo a près de 200 euro pour ainsi dire neuf vu la meteo au havre . C'est Lamentable .,0
je suis un inconditionnel et j'adore... - Muy buena atención al cliente y muy agradable.,1
lacks too many features - I don't like it!,0
"I pre-ordered an item on the Auchan website in July 2016, for delivery in November. But in the meantime my bank card had expired (admittedly I didn't think to warn them at all). So when they tried to debit the amount of my order, the bank refused.",0
"I wanted to order a watch, which was out of stock at my Decathlon in Moulins, from Decathlon Nevers for Christmas. Unfortunately the delivery time was well beyond Dec. 26.",0
Good place for things to pick up,2
0 for customer service at the... - Bravo,0
1) RV for oil change,1
"Forced sale - to do this, you had to ask for the injection manifold and",1
I've always been satisfied with their... - can't say the same for the local store .,2
Information for customers and future customers of Norauto TORCY - Thank you.,2
I was impressed by the quality - Unavailable in my store or on order. So I ordered online.,2
Massive selection of goods keen prices,1
"norauto is the group to avoid... - It's a total waste of time, they're only interested in the customer, the cash cow.",0
"I ordered a Badminton racket on 17/11 (for a sports session starting this week at school). The product was supposed to be available on the drive on 19/11, but nothing... So I went to another site on 21/11 and the racket will be delivered tomorrow. I'll wait for the product to arrive slowly in the drive (will it ever arrive?) and I'll ask for a refund.",0
Entrega 4 días después de la fecha a pesar de pagar un extra por entrega en el día y tras dos reclamaciones. No me devolvieron el extra por supuesto a pesar de que el retraso fue suyo.,0
Received a catalog in our mailbox on Thursday to announce with great fanfare products 100% refunded but only the day before receiving the catalog so we can only regret what we did not know,0
Computer - Catastrophic after-sales service!,0
"I placed an order on the internet - However, they did take my money. I'm going to ask for my money back.",0
They obviously don't have items in stock that they put on the Irish website. They ship from France/UK with long delays. No info for tracking number after 3 weeks and counting. Daughter won't get bike for xmas. She'll survive I suppose.,0
In store nothing to complain about. - Delays misleading,0
"hello. i wasted an incredible amount of time on the site to place an order. all the products were available, i booked the pickup of the merchandise, i paid (about 600 euros anyway), THE MONEY CASHED IN!",0
Nothing is going well at norauto - It's 1:12 p.m. and nothing has been done.,0
"""The worst online service - Because of their ""I don't care"" attitude, we customers waste time. No AUCHAN without customers. """,0
"An employee checked the condition of my tires when I left my vehicle at 11:55 a.m., and at 1:30 p.m., the time at which my vehicle went to the workshop, I received a call warning me that my tires could not be mounted because they were defective.",0
"And then we'll be surprised if next time we order from Amazon. I'm announcing it, these are definitely Auchan's last moments.",1
"Awful experience on 2 separate occasions. The online order that I placed 1.5 months ago is still not delivered. I receive emails from Decathlon stating that there is an IT issue and my order will be with me soon, but this period of time is unacceptable.",0
"Absurda mentira, ya que si yo pagué de forma instantánea con mi tarjeta, si la devolución se hace a esa tarjeta mí entidad me la abona en el momento",0
Don't have them delivered and... - I asked for a roller to wash the windows (what the window washers use) nobody knows about it,0
HORRIBLE - Le operatrici del servizio clienti peggio ancora ...,0
"As luck would have it, on 25/10, following my Paypal dispute, Décathlon sent me a message saying that they would refund my order. No shipment was made as indicated by Décathlon on 12/10, they never replied or gave me a tracking number.",0
"Great team with efficient service and always with a smile, I recommend!",2
This also has the advantage of not having to do without the smile of the store's charming saleswomen (or salesmen).,2
Sav 0 pointé - Ah good ..do you know the velux range ....Euh yes...,2
They close 10 minutes before the time they have in the door.b,1
Not arrows in addition and subtraction... -,1
Perfect - Contratamos la instalación de un jardín. Tardaron tres meses cuando podía haber estado en cinco horas.,2
Virtual after-sales service to fool you.,0
"Misleading delivery date - Hello,",0
"Diesel Eco-pollution control pack: A rip-off! - Too bad, they were really nice when I bought the battery.",0
"very rude and in bad faith - A month later, I receive a terse response, missing the point.",0
"Lamentable for such a company. Nothing to do with Amazon, for example, which takes its customers into consideration and refunds immediately if there is a problem.",0
Is it normal that employees are paid to discuss and tell their personal problems rather than deal with selling and advising their customers!,1
Today I'm going shopping... - I bought a Soulet hut on April 24th for delivery on May 14th.,1
I notice that the missing box is in stock on the !!!! website. So I suggest to the after-sales service (you have to guide them a bit otherwise it's too difficult...sic) that they reship the box to me. The person I spoke to (again very kind) assured me that the box was in stock and would be dispatched the next day. I receive a new order number and tracking number the same day! You've got it !!!! and non.....,0
following an order for a gutter ... - I've wasted my time and I'm very upset.,0
But the quotatis installation service is really not professional shower column that fell 2 times in a row and made an impact on the resin tray.A crappy craftsman 😤,0
Y por teléfono NO DAN SOLUCIONESS!!!! Nadie me dice dónde está el resto de mi pedido YA PAGADO!!!!!!!!!! Y si tendré que volver a pedir lo que falta y esperar otros 13 días!!!!!!!,0
"Matos Bof - Fitter : "" Broken Arms "" FUYEZ - Lucia Taboada",1
I don't know when I'll be able to get my money back. I'm told they have to wait for the return of the carrier. Probably another 1 month to wait.,0
"Buena atencion - in short, the loyal customer bids you farewell after I've used up my 10%....",0
That's basically my story I bought... - Yo intentaba informarme del protocolo a seguir para la recogida de material .,1
"Internet order: nil - Today I'm asking for an exchange, but I have to add another 10 euros to get the same one.",0
"Fruits and veggies are always expired - Back home, I recalculated everything: in total + 40€ spent on catalog products.",0
very satisfied -,2
"This dear gentlemen, so-called professional, is mistaken in the choice of insulation to install, classifies my file by error in the houses sold, 8 months waiting, and dares to ask me for fees! I think this former Leroy Merlin salesperson should think about how we treat our customers (or pigeons).",0
"In short, mediocre service. Always ready to take the Money but always complicated to really serve the customers...",0
Hello,1
Good,2
Formalidad 0 - Compre una alfombras y pague para que la llevarán a casa,1
"Kitchen hood bought in store, doesn't work, brought back to store for refund, 15 days later still no refund, no more hood, no credit absolutely nothing! Pay for nothing. Absolutely disgraceful and scandalous",0
"Home delivery really not top - Me he terminado de indignar,me parece una pasada.",0
Alle 9 mi chiama Norauto dicendomi che non riparano gomme tesla . Avevo già riparato 2 volte le gomme dal mio gommista di fiducia e quindi insisto anche perché oggi sono di turno,0
"Order available and paid on site - Hello,",1
I placed an order for brakes on... - Refusal to accept the warranty for my battery purchased a month earlier,0
"""""The French company, which has chosen to continue its activities on Russian territory despite the offensive in Ukraine, has allegedly delivered goods free of charge to Vladimir Putin's army, according to documents obtained by ""Le Monde"". The group's management denies this... well, let's see !!!!!!""",0
"I ordered a thermal mower on special and received... a bathtub!!! I refused delivery and have been offered a refund as the product is no longer available. I don't know when. As a result, I'm the one paying for their mistake, because I've been deprived of this mower, which was at a very attractive price!",0
"""Replacement of a Hyundai I20 key shell. Home: Very good. Q&A: Very good. Change of hull: Very good. Thank you to Laurent de Vannes for his know-how and professionalism, his humor and his strength of proposal to troubleshoot the client that I am.""",2
Vaya - A FUIRE !,1
"After changing my drum brakes... - The site is good, and so are the prices.",2
"I tried to report my problems to the right section on the Leroy Merlin site, but there was a computer problem and my message wasn't validated. ""Technical problem, please try again later"" (a message like that).""",0
Top,1
Atelier nul à decathlon bouc bel air - Can't cancel my order either.,0
I've been a Norauto customer for years and asked them to fit a caravan hitch to my vehicle.,1
"He tells me I'm going to have to go to Peugeot because my hood might not open anymore, something that wasn't broken before this mechanic got his hands on it.",1
"If I could have put zero stars I would have. I ordered a bed and received it on time (well done), but the LED that goes with the bed is missing.",0
I strongly advise against and mobilize... -,0
A fast and efficient drive. The store is not very big but well laid out and busy. Pleasant welcome at each visit,2
I tested this summer in Corsica the decathlon easybreath diving mask the TOP! So we equipped the whole family and spent wonderful moments underwater watching the schools of fish. Bravo for this great innovation!,2
"[u]Le 4 octobre[/u], j'ai commandé deux stores occultants de marque Velux en prenant rendez-vous pour un [u]retrait en magasin le 6 octobre à 17h[/u]. Order number is 492286.",0
"I strongly advise against ordering from their site. I ordered a sofa, the carrier can only deliver Monday to Friday from 9am to 6pm (in 4h time slots of course ...). So I asked him to arrange delivery a month later. Finally, no news, I contact them again and am told that the sofa will be refunded (without the €40 delivery charge ...) because it was marked as returned. Definitely to be avoided.",0
And I can no longer advise people given this situation that I encounter. I'll get back to you if I ever have a solution.,0
"En primer lugar venden los productos con unas instrucciones muy pésimas, mal explicadas. Y si en la instalación se rompe alguna pieza, no se hacen responsables, no dan solución y te hacen comprar piezas nuevas para que lo repares tu.",0
"- Please modify your review by clicking here. We remind you that reviews dealing with subjects related to the product (delivery, store, employee) will be refused.",0
"The easiest way to describe this store for those familiar to B&Q and IKEA, its like both stores combined AND more. I could have spent the day in there browsing but for the fact I had to get back to work🤣. Extremely helpful members of staff that I encountered (given the language barrier. I struggled to recall much French). A vast store, very well stocked and sign posted with markers on the floor to follow.  I'd happily return to Paris just to have another browse!",2
"in spite of my e-mail, it confirms me to think that there is a lack of respect of the customer !!!!",0
"Ordered a phone on 6/6 and never received it, after X emails and X calls to customer service, no refund until today.",0
"when I think that 20-year-olds... - Saturday, October 24, 2020 I had an appointment at norauto wittelsheim",1
